9865436 4000
0 1299 6798
0 141 6798
1 141 1299
0 798 8765
0 326 8765
1 326 798
0 904 10924
0 1561 10924
1 1561 904
0 1641 7635
0 1984 7635
1 1984 1641
0 1937 10633
0 620 10633
1 620 1937
0 1533 9974
0 1201 9974
1 1201 1533
0 1873 7506
0 1067 7506
1 1067 1873
0 1960 8031
0 805 8031
1 805 1960
0 302 6653
0 141 6653
1 141 302
0 414 15809
0 220 15809
1 220 414
0 1335 10782
0 1494 10782
1 1494 1335
0 134 9851
0 470 9851
1 470 134
0 468 13975
0 987 13975
1 987 468
0 1402 13046
0 370 13046
1 370 1402
0 1882 8347
0 1888 8347
1 1888 1882
0 653 15273
0 516 15273
1 516 653
0 309 6550
0 285 6550
1 285 309
0 494 12769
0 695 12769
1 695 494
0 1291 7356
0 1865 7356
1 1865 1291
0 175 14533
0 135 14533
1 135 175
0 1513 6890
0 1809 6890
1 1809 1513
0 935 10004
0 715 10004
1 715 935
0 1905 13106
0 1102 13106
1 1102 1905
0 351 17488
0 1461 17488
1 1461 351
0 345 11791
0 11 11791
1 11 345
0 1596 11554
0 947 11554
1 947 1596
0 702 8931
0 1575 8931
1 1575 702
0 1153 5519
0 1055 5519
1 1055 1153
0 1093 8795
0 1150 8795
1 1150 1093
0 158 14582
0 661 14582
1 661 158
0 1701 11021
0 743 11021
1 743 1701
0 1382 6194
0 832 6194
1 832 1382
0 615 11019
0 883 11019
1 883 615
0 740 9387
0 1713 9387
1 1713 740
0 1665 14079
0 762 14079
1 762 1665
0 1185 7578
0 1966 7578
1 1966 1185
0 350 5353
0 1461 5353
1 1461 350
0 1422 10894
0 423 10894
1 423 1422
0 826 5943
0 1231 5943
1 1231 826
0 107 10684
0 564 10684
1 564 107
0 333 17672
0 366 17672
1 366 333
0 1731 4901
0 1988 4901
1 1988 1731
0 1643 16855
0 1589 16855
1 1589 1643
0 1916 5268
0 1575 5268
1 1575 1916
0 187 12748
0 111 12748
1 111 187
0 1670 10534
0 1004 10534
1 1004 1670
0 1356 7267
0 209 7267
1 209 1356
0 1336 12863
0 1912 12863
1 1912 1336
0 1229 13170
0 301 13170
1 301 1229
0 681 5400
0 1607 5400
1 1607 681
0 739 4215
0 706 4215
1 706 739
0 879 6004
0 285 6004
1 285 879
0 957 6722
0 1815 6722
1 1815 957
0 697 16306
0 1137 16306
1 1137 697
0 774 12185
0 1069 12185
1 1069 774
0 1885 10260
0 1554 10260
1 1554 1885
0 950 7200
0 1715 7200
1 1715 950
0 1019 8304
0 455 8304
1 455 1019
0 1397 7640
0 327 7640
1 327 1397
0 1047 8501
0 243 8501
1 243 1047
0 1307 7796
0 1041 7796
1 1041 1307
0 42 6394
0 1347 6394
1 1347 42
0 1204 13018
0 1763 13018
1 1763 1204
0 531 10956
0 1170 10956
1 1170 531
0 438 8572
0 1417 8572
1 1417 438
0 1354 10094
0 1288 10094
1 1288 1354
0 563 4554
0 555 4554
1 555 563
0 1845 9698
0 817 9698
1 817 1845
0 854 5921
0 684 5921
1 684 854
0 25 9500
0 1483 9500
1 1483 25
0 618 8831
0 1534 8831
1 1534 618
0 122 5229
0 1150 5229
1 1150 122
0 393 8131
0 450 8131
1 450 393
0 167 3220
0 1536 3220
1 1536 167
0 559 4238
0 366 4238
1 366 559
0 201 7418
0 581 7418
1 581 201
0 1274 11519
0 763 11519
1 763 1274
0 1168 3504
0 1404 3504
1 1404 1168
0 1522 7048
0 1978 7048
1 1978 1522
0 1975 5451
0 715 5451
1 715 1975
0 1475 9932
0 662 9932
1 662 1475
0 1062 6122
0 927 6122
1 927 1062
0 1279 2721
0 684 2721
1 684 1279
0 779 7059
0 1391 7059
1 1391 779
0 623 11142
0 1872 11142
1 1872 623
0 677 5268
0 1918 5268
1 1918 677
0 869 3341
0 1715 3341
1 1715 869
0 1700 4691
0 1655 4691
1 1655 1700
0 1541 2546
0 1150 2546
1 1150 1541
0 1187 14826
0 843 14826
1 843 1187
0 254 11142
0 365 11142
1 365 254
0 474 10854
0 737 10854
1 737 474
0 1163 3624
0 112 3624
1 112 1163
0 1271 11803
0 747 11803
1 747 1271
0 1076 2786
0 555 2786
1 555 1076
0 1653 6232
0 370 6232
1 370 1653
0 181 3655
0 1560 3655
1 1560 181
0 1300 6292
0 1564 6292
1 1564 1300
0 1621 3462
0 1663 3462
1 1663 1621
0 1188 11247
0 691 11247
1 691 1188
0 891 12433
0 1138 12433
1 1138 891
0 608 2943
0 1763 2943
1 1763 608
0 341 7656
0 1164 7656
1 1164 341
0 478 11794
0 693 11794
1 693 478
0 385 4731
0 1626 4731
1 1626 385
0 399 9528
0 1605 9528
1 1605 399
0 1269 2515
0 1536 2515
1 1536 1269
0 1012 9641
0 1120 9641
1 1120 1012
0 819 12317
0 19 12317
1 19 819
0 1314 7676
0 1504 7676
1 1504 1314
0 1834 6076
0 516 6076
1 516 1834
0 362 7162
0 4 7162
1 4 362
0 1 9667
0 2 11856
0 3 14005
0 4 24
0 5 982
0 7 3335
0 8 4561
0 9 19929
0 10 10322
0 11 5351
0 12 13558
0 14 11319
0 16 11334
0 17 19411
0 18 14315
0 19 498
0 20 1888
0 21 16731
0 22 17591
0 24 19838
0 26 7269
0 27 10431
0 28 16975
0 29 13824
0 30 15712
0 31 9405
0 32 2736
0 33 9383
0 34 11412
0 35 16136
0 36 4535
0 37 1728
0 38 18654
0 39 18179
0 40 13709
0 41 18183
0 43 6532
0 44 19751
0 45 10430
0 46 11317
0 47 8288
0 48 16698
0 49 16803
0 50 4120
0 51 13075
0 53 18083
0 55 14413
0 56 7521
0 58 14137
0 59 7291
0 60 10725
0 62 8010
0 63 731
0 65 7394
0 66 9711
0 67 14094
0 68 10839
0 69 18055
0 70 16425
0 71 18915
0 72 10607
0 73 7811
0 74 18276
0 75 8349
0 76 9355
0 77 4187
0 78 9031
0 79 7085
0 80 19862
0 81 15128
0 82 19152
0 83 16264
0 84 12171
0 85 13275
0 86 10340
0 87 17116
0 89 12421
0 90 9870
0 91 16271
0 92 16646
0 93 8037
0 94 16559
0 95 19060
0 96 16525
0 97 12488
0 98 6463
0 100 15912
0 101 18567
0 102 16350
0 103 12856
0 104 19545
0 105 11044
0 106 5743
0 108 17864
0 109 4108
0 110 19124
0 111 4009
0 112 1516
0 114 15250
0 115 6293
0 116 8388
0 117 5909
0 118 3772
0 119 4231
0 120 2925
0 121 9165
0 123 16025
0 124 11184
0 125 13579
0 126 8173
0 127 10453
0 129 17370
0 130 5641
0 132 12498
0 133 9213
0 135 5653
0 136 15966
0 137 16327
0 138 8331
0 139 9415
0 140 14729
0 141 6384
0 142 18882
0 143 4446
0 144 6895
0 145 8083
0 146 12080
0 147 7770
0 148 16100
0 150 18191
0 152 10233
0 153 14437
0 154 17683
0 156 15383
0 157 18643
0 159 18695
0 160 15062
0 161 14813
0 164 15162
0 165 12843
0 166 17199
0 168 15488
0 170 17548
0 171 8712
0 173 12109
0 174 4345
0 176 15472
0 177 1979
0 178 4204
0 179 9571
0 180 15307
0 182 12479
0 183 19604
0 184 9364
0 185 7219
0 186 19042
0 188 4303
0 189 16254
0 190 19307
0 192 15439
0 193 11154
0 194 16623
0 195 16986
0 196 13779
0 197 78
0 198 10350
0 199 16460
0 200 10741
0 202 4123
0 203 2247
0 204 19209
0 205 8627
0 206 18758
0 207 8166
0 208 15742
0 209 3972
0 214 18533
0 215 11109
0 216 18226
0 217 12674
0 219 229
0 220 6303
0 221 18699
0 222 17579
0 223 11766
0 224 9094
0 225 18157
0 226 18427
0 227 12696
0 228 14652
0 229 16582
0 230 9702
0 232 5222
0 233 13531
0 234 16951
0 235 15107
0 236 9331
0 238 13225
0 239 9848
0 240 10091
0 241 13116
0 243 3192
0 244 15518
0 245 13290
0 246 11262
0 247 198
0 248 7864
0 249 6366
0 250 17801
0 251 18937
0 252 5327
0 253 13042
0 255 13677
0 257 8951
0 258 16814
0 259 19532
0 260 14806
0 261 16078
0 262 13797
0 263 3190
0 264 10683
0 265 12290
0 266 5924
0 267 11391
0 268 13565
0 269 17420
0 270 13256
0 271 8224
0 272 4412
0 273 19128
0 274 5798
0 275 10829
0 277 4982
0 278 17901
0 279 9419
0 280 2674
0 281 7250
0 282 9227
0 284 9503
0 285 3620
0 286 8645
0 287 16355
0 290 10670
0 291 9838
0 292 11584
0 293 11178
0 295 7126
0 296 15393
0 297 18413
0 298 3354
0 299 19784
0 300 13043
0 301 3740
0 304 334
0 305 8418
0 306 16473
0 307 17430
0 308 15811
0 310 16530
0 311 14699
0 312 12844
0 313 18208
0 315 7692
0 316 19783
0 317 16643
0 319 8018
0 320 19749
0 321 9778
0 322 16450
0 323 6125
0 324 6103
0 325 9972
0 326 6621
0 327 3263
0 328 16346
0 329 15505
0 330 14978
0 331 5409
0 334 9883
0 336 16173
0 337 10940
0 338 7007
0 342 14546
0 344 18239
0 348 2834
0 349 11159
0 353 15274
0 354 7247
0 355 4008
0 356 7916
0 357 4533
0 358 9910
0 359 19747
0 360 13354
0 361 18938
0 363 7157
0 364 15128
0 365 1527
0 366 2492
0 367 7024
0 368 16701
0 369 7634
0 370 1339
0 371 10486
0 373 2424
0 375 19078
0 376 17390
0 377 17227
0 378 8143
0 379 12971
0 380 13896
0 382 17586
0 383 1592
0 386 7596
0 387 12953
0 388 18037
0 389 16406
0 390 18843
0 394 17650
0 395 18187
0 396 3570
0 397 15087
0 398 13284
0 400 8287
0 401 19804
0 402 7775
0 403 15906
0 404 15676
0 405 16143
0 407 15761
0 408 11432
0 409 5525
0 410 17067
0 411 13222
0 412 9499
0 413 6001
0 416 4232
0 417 13318
0 418 13843
0 419 9917
0 421 7531
0 422 13085
0 423 4408
0 425 10319
0 426 14550
0 427 12610
0 428 18061
0 429 18254
0 430 17972
0 431 18119
0 432 17804
0 433 8343
0 435 10813
0 436 15344
0 437 6017
0 439 6657
0 442 11954
0 443 14805
0 444 11595
0 445 17598
0 446 10272
0 448 18745
0 449 18437
0 450 2543
0 451 14436
0 452 4903
0 453 1371
0 455 3266
0 456 14035
0 457 7383
0 458 16317
0 459 14753
0 461 14620
0 463 18230
0 464 19376
0 465 10279
0 466 388
0 467 7590
0 469 16648
0 470 6271
0 472 17920
0 476 16112
0 479 19642
0 480 18595
0 481 14843
0 482 18414
0 483 11199
0 484 18405
0 485 9757
0 487 9330
0 489 18850
0 490 16671
0 491 9460
0 492 5319
0 493 6825
0 495 2525
0 498 18236
0 499 18507
0 500 11529
0 501 11977
0 502 5076
0 504 17153
0 505 19207
0 506 12415
0 508 3457
0 509 3272
0 510 3243
0 511 11572
0 512 11038
0 514 18179
0 516 204
0 517 15528
0 518 18220
0 519 17843
0 521 9537
0 524 828
0 525 19309
0 526 17298
0 528 16031
0 529 11464
0 532 6598
0 533 18614
0 534 18440
0 535 17748
0 536 10937
0 537 15451
0 538 16405
0 539 13298
0 540 15236
0 541 2543
0 542 17365
0 543 10076
0 544 5436
0 545 17975
0 547 8568
0 548 17245
0 549 18270
0 550 6303
0 552 17950
0 553 8025
0 554 17039
0 555 1350
0 556 18878
0 557 9568
0 558 11177
0 560 9356
0 561 941
0 562 12547
0 564 4313
0 565 15462
0 566 11573
0 567 2867
0 568 16341
0 569 14788
0 570 7856
0 571 8321
0 574 12775
0 575 9974
0 577 8905
0 578 13290
0 579 18278
0 580 15698
0 581 2415
0 582 12982
0 583 1650
0 585 18190
0 586 17153
0 587 4040
0 588 12067
0 589 19679
0 590 18391
0 591 9246
0 593 18821
0 594 11267
0 595 9456
0 596 2960
0 597 6999
0 598 19066
0 599 7827
0 601 19766
0 602 14241
0 603 12359
0 604 18950
0 605 3811
0 606 12869
0 607 13091
0 609 8783
0 610 8519
0 612 19549
0 613 16884
0 614 15293
0 616 19178
0 617 15243
0 619 1539
0 620 6574
0 621 14178
0 622 7364
0 624 12116
0 625 9787
0 628 18865
0 629 16756
0 631 17507
0 632 17377
0 633 13210
0 635 12497
0 636 12355
0 637 18195
0 638 13680
0 639 14458
0 640 9309
0 642 16834
0 643 8873
0 644 7345
0 645 12298
0 647 13744
0 649 3025
0 650 15543
0 651 5019
0 652 12693
0 654 8459
0 655 10354
0 656 4198
0 657 9418
0 659 18209
0 660 17016
0 661 5153
0 662 2191
0 663 13525
0 664 5577
0 665 15215
0 667 17469
0 669 13867
0 670 458
0 671 14708
0 672 13976
0 673 13509
0 674 14206
0 675 9420
0 676 7800
0 679 9433
0 683 13566
0 684 2083
0 685 8936
0 686 10213
0 687 8386
0 688 12420
0 689 14245
0 690 16454
0 691 1091
0 692 17839
0 693 844
0 694 12396
0 695 5959
0 696 16172
0 698 902
0 699 17416
0 700 12338
0 701 11903
0 703 2160
0 705 16674
0 706 3664
0 707 2661
0 708 19914
0 710 15102
0 711 3116
0 713 9744
0 714 10747
0 715 2201
0 717 19294
0 719 14634
0 720 9735
0 721 12851
0 723 8280
0 724 12329
0 725 12656
0 726 13542
0 728 9669
0 730 4018
0 731 14732
0 732 6555
0 733 16867
0 734 19715
0 735 17920
0 736 1537
0 737 1525
0 738 15698
0 741 646
0 742 17458
0 743 5152
0 745 15489
0 747 1365
0 749 15570
0 750 19381
0 753 6128
0 754 4208
0 755 10966
0 756 19248
0 757 16964
0 758 13844
0 759 12518
0 760 17978
0 762 4937
0 763 2247
0 764 6455
0 765 7833
0 766 18126
0 767 10600
0 768 17939
0 769 8126
0 770 7456
0 771 8965
0 773 6444
0 775 15273
0 776 16977
0 777 18069
0 778 12196
0 780 10791
0 781 9607
0 782 11959
0 784 14272
0 786 10670
0 787 17339
0 788 14608
0 789 16406
0 790 18794
0 791 6320
0 792 12279
0 793 17249
0 794 8015
0 795 18651
0 796 13513
0 799 14483
0 800 13276
0 804 7821
0 805 6471
0 806 13213
0 807 11585
0 808 15547
0 809 6572
0 810 15145
0 811 12172
0 812 9353
0 813 16423
0 814 7542
0 815 13669
0 816 11172
0 817 2756
0 818 14317
0 820 11580
0 821 19611
0 822 15000
0 823 17280
0 824 7347
0 825 12030
0 827 15651
0 829 18636
0 830 16137
0 831 15747
0 832 5080
0 833 10396
0 834 11723
0 836 10381
0 837 14466
0 838 16679
0 840 17711
0 841 7775
0 842 9207
0 843 1582
0 844 7447
0 845 7581
0 846 18641
0 847 6112
0 848 15658
0 849 8310
0 850 15950
0 853 19998
0 855 1344
0 856 10074
0 857 18055
0 858 16852
0 859 18111
0 861 12915
0 862 8015
0 863 12320
0 864 15636
0 865 16979
0 866 8273
0 868 14662
0 870 8429
0 871 10768
0 872 15387
0 873 18423
0 874 17809
0 875 17894
0 876 5072
0 877 11596
0 878 13178
0 880 14432
0 881 19366
0 882 16938
0 883 5056
0 884 9520
0 885 7900
0 887 12797
0 888 9048
0 889 15028
0 890 16716
0 895 17022
0 896 18387
0 897 11183
0 898 17764
0 899 9143
0 900 11515
0 901 12543
0 902 14917
0 903 2506
0 905 4298
0 906 3696
0 907 10541
0 908 4127
0 909 9167
0 910 4549
0 911 12999
0 912 13880
0 913 14712
0 914 4196
0 915 10993
0 916 15706
0 917 15289
0 919 4549
0 920 8079
0 921 18447
0 922 13020
0 923 8859
0 924 7825
0 925 14930
0 926 6987
0 927 2144
0 929 18473
0 930 7791
0 932 10883
0 933 14228
0 936 14608
0 937 14718
0 938 10597
0 939 14977
0 941 15276
0 943 12486
0 944 11485
0 945 7193
0 946 14277
0 947 5346
0 948 12294
0 949 10503
0 951 16148
0 952 7936
0 954 15030
0 955 18574
0 956 16197
0 958 7044
0 959 13508
0 960 707
0 962 17619
0 964 14485
0 965 9116
0 966 10253
0 967 6738
0 969 10908
0 971 10970
0 972 16950
0 973 19553
0 977 11522
0 978 8192
0 979 9424
0 981 8086
0 982 11184
0 983 17945
0 984 18061
0 987 6244
0 988 11089
0 989 10013
0 990 9806
0 991 17891
0 992 3421
0 994 7654
0 995 18396
0 997 11080
0 998 18188
0 999 14348
0 1000 10912
0 1003 19931
0 1004 3983
0 1006 7472
0 1007 12103
0 1008 505
0 1010 11039
0 1011 10427
0 1013 16394
0 1014 14531
0 1015 2823
0 1016 13715
0 1017 13864
0 1021 8005
0 1023 9488
0 1024 5895
0 1026 11413
0 1027 14203
0 1029 18352
0 1030 6822
0 1031 8134
0 1032 10256
0 1033 19743
0 1034 18449
0 1035 4825
0 1037 18644
0 1038 10061
0 1039 14664
0 1040 2639
0 1041 3189
0 1042 12646
0 1043 12441
0 1044 12454
0 1045 5773
0 1046 2162
0 1049 3063
0 1052 16239
0 1054 17977
0 1055 5233
0 1058 12952
0 1059 7918
0 1060 9476
0 1061 13532
0 1064 9779
0 1065 14744
0 1066 12056
0 1067 6557
0 1068 19692
0 1069 3454
0 1070 5754
0 1071 18659
0 1074 4305
0 1077 5694
0 1079 12010
0 1080 14135
0 1081 16119
0 1082 12010
0 1083 16561
0 1084 19147
0 1085 2433
0 1086 2785
0 1088 16220
0 1089 11680
0 1090 16573
0 1091 14834
0 1094 7941
0 1095 6120
0 1096 17776
0 1097 12216
0 1098 15280
0 1100 16236
0 1101 9854
0 1102 5361
0 1103 17670
0 1104 16435
0 1105 16357
0 1106 12786
0 1108 5981
0 1110 14613
0 1112 12792
0 1113 16645
0 1114 5644
0 1115 1522
0 1116 14307
0 1117 19480
0 1118 4989
0 1119 3218
0 1120 566
0 1122 14835
0 1123 11850
0 1124 11676
0 1125 10611
0 1126 12604
0 1127 13516
0 1128 13967
0 1130 17750
0 1132 8084
0 1133 14935
0 1135 17372
0 1136 13034
0 1137 3582
0 1138 1036
0 1139 8254
0 1140 17606
0 1141 16743
0 1142 8439
0 1144 18662
0 1145 16033
0 1147 11074
0 1148 15441
0 1149 13775
0 1150 1760
0 1152 18420
0 1154 960
0 1155 12769
0 1156 7908
0 1158 10774
0 1159 4548
0 1160 10193
0 1161 5457
0 1164 898
0 1165 11879
0 1166 17707
0 1167 16718
0 1170 2890
0 1171 17260
0 1172 3495
0 1173 3874
0 1174 16696
0 1176 17676
0 1177 7317
0 1178 3927
0 1179 19402
0 1180 13066
0 1183 16694
0 1184 13389
0 1190 2370
0 1191 7962
0 1192 14933
0 1193 8312
0 1195 4703
0 1196 11106
0 1199 19148
0 1201 6564
0 1202 17108
0 1205 884
0 1206 12939
0 1207 4918
0 1208 511
0 1209 4974
0 1211 10452
0 1212 7559
0 1213 2450
0 1214 1202
0 1215 11827
0 1217 7217
0 1218 7847
0 1220 15278
0 1221 1357
0 1222 7221
0 1223 12972
0 1224 17154
0 1225 2351
0 1226 12989
0 1227 11113
0 1228 13710
0 1230 13955
0 1231 4364
0 1232 7936
0 1233 15219
0 1235 12878
0 1236 8432
0 1237 16978
0 1238 7039
0 1240 10514
0 1241 6370
0 1242 10321
0 1243 14182
0 1244 15799
0 1245 16899
0 1246 19442
0 1248 5937
0 1249 17280
0 1250 5925
0 1251 13928
0 1252 11606
0 1254 11172
0 1255 11766
0 1256 18928
0 1257 17278
0 1259 15056
0 1262 18207
0 1263 10526
0 1264 9731
0 1265 7202
0 1267 12925
0 1268 10857
0 1270 16526
0 1272 18364
0 1273 12882
0 1275 9957
0 1276 17914
0 1277 16647
0 1278 18231
0 1280 19246
0 1281 9313
0 1282 12058
0 1283 18644
0 1284 15393
0 1285 6453
0 1286 4715
0 1287 8240
0 1288 2822
0 1289 8482
0 1292 15570
0 1293 13346
0 1295 15191
0 1296 16257
0 1297 10498
0 1298 18317
0 1301 14403
0 1302 5569
0 1303 16966
0 1304 14436
0 1305 8605
0 1306 13947
0 1309 15139
0 1310 18056
0 1312 13516
0 1315 16280
0 1316 1625
0 1317 8730
0 1318 16962
0 1319 8452
0 1320 10169
0 1322 16893
0 1323 18951
0 1324 9735
0 1325 16253
0 1326 12769
0 1328 18858
0 1330 8183
0 1331 12707
0 1332 17441
0 1334 18178
0 1337 11072
0 1338 6581
0 1339 5237
0 1341 7306
0 1342 4746
0 1345 6500
0 1347 3128
0 1349 7648
0 1350 17888
0 1351 18665
0 1353 12746
0 1355 3590
0 1357 12856
0 1358 15321
0 1359 17652
0 1360 969
0 1361 2534
0 1362 7755
0 1364 12008
0 1365 11816
0 1366 16384
0 1367 12743
0 1368 10508
0 1369 8159
0 1370 9080
0 1371 4022
0 1372 12119
0 1375 16464
0 1377 1942
0 1378 17585
0 1379 10057
0 1381 15862
0 1383 10813
0 1384 7334
0 1385 19149
0 1386 17343
0 1387 13747
0 1388 14331
0 1389 16995
0 1391 2046
0 1392 3366
0 1393 1100
0 1394 15379
0 1395 13377
0 1396 13149
0 1398 12971
0 1399 11026
0 1400 17585
0 1401 16886
0 1403 12502
0 1404 2228
0 1405 6435
0 1406 19583
0 1409 10868
0 1410 17016
0 1412 17779
0 1413 10393
0 1414 6905
0 1415 17927
0 1416 17458
0 1417 2846
0 1418 12699
0 1420 14142
0 1421 16763
0 1423 16146
0 1424 19402
0 1425 11247
0 1426 5056
0 1427 7902
0 1428 16655
0 1429 15896
0 1431 13313
0 1432 14488
0 1433 18133
0 1434 18830
0 1435 14720
0 1436 19051
0 1437 7757
0 1438 8759
0 1439 307
0 1440 10465
0 1441 19479
0 1442 17274
0 1443 15407
0 1444 19084
0 1445 10229
0 1446 15898
0 1447 18242
0 1448 4838
0 1449 12034
0 1450 1241
0 1451 16099
0 1453 16945
0 1454 18294
0 1455 16903
0 1457 7394
0 1458 7972
0 1459 4265
0 1461 4769
0 1462 5871
0 1463 3148
0 1464 15502
0 1465 10597
0 1466 14983
0 1467 5460
0 1468 9783
0 1469 16011
0 1471 14354
0 1472 11640
0 1473 11799
0 1474 18850
0 1477 3247
0 1478 10679
0 1479 18468
0 1480 2810
0 1481 17835
0 1482 1011
0 1483 2663
0 1484 18184
0 1485 12203
0 1486 7699
0 1487 10945
0 1488 4124
0 1489 10065
0 1490 6963
0 1491 16532
0 1493 19026
0 1494 6289
0 1495 18429
0 1496 7735
0 1497 8280
0 1498 11648
0 1500 7668
0 1501 19316
0 1502 9451
0 1503 4828
0 1504 234
0 1505 10927
0 1506 19101
0 1507 15354
0 1509 11405
0 1510 12140
0 1511 18130
0 1512 3926
0 1514 19831
0 1515 7109
0 1516 4576
0 1517 16282
0 1518 6241
0 1519 11876
0 1521 18408
0 1523 8548
0 1525 14299
0 1528 9365
0 1529 14225
0 1531 10668
0 1532 4266
0 1534 2555
0 1535 3150
0 1536 587
0 1537 8540
0 1538 8458
0 1539 16941
0 1540 8651
0 1543 8600
0 1544 9144
0 1545 7792
0 1546 15451
0 1547 19103
0 1548 5259
0 1549 19156
0 1550 7002
0 1551 3968
0 1552 17313
0 1553 17932
0 1554 3427
0 1555 7570
0 1557 9986
0 1558 14886
0 1559 11590
0 1560 1325
0 1561 6585
0 1562 14390
0 1563 16250
0 1564 1276
0 1565 12835
0 1566 15132
0 1567 16126
0 1568 899
0 1569 6985
0 1571 16749
0 1572 13293
0 1573 12846
0 1574 14122
0 1575 4075
0 1576 13953
0 1577 11352
0 1578 15355
0 1579 18899
0 1582 14166
0 1584 11930
0 1585 4678
0 1586 10260
0 1587 19675
0 1588 6186
0 1589 4115
0 1590 18762
0 1591 14720
0 1593 11983
0 1594 9374
0 1595 7801
0 1597 8954
0 1598 9307
0 1599 4976
0 1601 12368
0 1603 7132
0 1604 11997
0 1605 657
0 1606 10257
0 1607 3716
0 1608 6011
0 1609 7116
0 1610 13683
0 1611 19415
0 1612 9231
0 1613 8247
0 1618 7197
0 1619 12175
0 1620 16370
0 1623 9332
0 1624 6783
0 1625 13441
0 1626 756
0 1627 2833
0 1628 13320
0 1629 1423
0 1632 12969
0 1633 3101
0 1635 15227
0 1636 15982
0 1637 15166
0 1642 17250
0 1644 10946
0 1645 19592
0 1646 10518
0 1647 18008
0 1648 8604
0 1651 6392
0 1654 11287
0 1655 1776
0 1656 13473
0 1657 11480
0 1658 15106
0 1659 12109
0 1660 13966
0 1661 3920
0 1662 2082
0 1663 1171
0 1664 16231
0 1666 19505
0 1667 19813
0 1668 14918
0 1669 7026
0 1671 8860
0 1672 16930
0 1673 14452
0 1674 10682
0 1675 11973
0 1677 17867
0 1679 1482
0 1680 19043
0 1682 14269
0 1683 18986
0 1684 4225
0 1687 4491
0 1689 12364
0 1690 11094
0 1691 13286
0 1692 7554
0 1693 16258
0 1694 4137
0 1695 19050
0 1696 6287
0 1697 13354
0 1698 13189
0 1699 7892
0 1703 6459
0 1704 6948
0 1705 5997
0 1706 4636
0 1708 4056
0 1709 15421
0 1710 10793
0 1711 16276
0 1712 18692
0 1713 5013
0 1714 17345
0 1715 1801
0 1716 11571
0 1717 19199
0 1719 8032
0 1721 13194
0 1723 19794
0 1724 16476
0 1727 17648
0 1728 4879
0 1729 19638
0 1730 7869
0 1732 17162
0 1734 17398
0 1735 6079
0 1736 16561
0 1737 10406
0 1739 8400
0 1740 6918
0 1741 1604
0 1742 16027
0 1743 10971
0 1744 6934
0 1745 10799
0 1746 6745
0 1747 7053
0 1748 6220
0 1749 9592
0 1750 14240
0 1751 15843
0 1752 11870
0 1754 2749
0 1755 1848
0 1757 11996
0 1758 18907
0 1759 11828
0 1760 16600
0 1761 13053
0 1762 11418
0 1763 962
0 1764 12528
0 1765 4090
0 1766 6988
0 1767 18237
0 1768 17143
0 1769 13072
0 1772 14252
0 1773 15302
0 1774 3644
0 1775 7733
0 1776 14721
0 1777 8326
0 1778 12125
0 1779 17964
0 1780 7556
0 1782 7147
0 1783 11235
0 1784 1890
0 1785 14854
0 1786 15329
0 1788 4274
0 1789 6082
0 1791 14622
0 1792 14462
0 1793 14961
0 1794 13203
0 1795 14898
0 1798 7930
0 1799 7737
0 1800 8660
0 1803 16925
0 1804 17937
0 1805 11184
0 1808 16182
0 1809 5601
0 1810 3944
0 1811 16573
0 1812 2906
0 1813 16182
0 1814 10470
0 1815 3608
0 1817 13138
0 1818 9411
0 1820 6774
0 1822 4226
0 1824 17212
0 1826 1312
0 1827 7260
0 1828 1460
0 1829 11842
0 1830 6954
0 1831 11953
0 1832 16178
0 1833 11721
0 1835 7252
0 1836 13629
0 1837 18999
0 1838 17405
0 1839 10541
0 1840 14716
0 1841 2049
0 1842 17702
0 1843 13727
0 1844 18610
0 1846 16322
0 1847 12377
0 1848 8885
0 1849 14106
0 1850 9975
0 1851 300
0 1852 4613
0 1853 14691
0 1854 13301
0 1855 10357
0 1857 11758
0 1858 19645
0 1859 12798
0 1860 15681
0 1861 12332
0 1862 15675
0 1863 9072
0 1864 12262
0 1865 5888
0 1868 15726
0 1869 8523
0 1870 19726
0 1871 17391
0 1872 1966
0 1874 4088
0 1877 1123
0 1878 16147
0 1879 12914
0 1880 12639
0 1881 12428
0 1883 12204
0 1884 13122
0 1886 8115
0 1887 9605
0 1888 6125
0 1889 18370
0 1890 17212
0 1891 12039
0 1892 19042
0 1893 18752
0 1894 7101
0 1895 7980
0 1896 17691
0 1897 1165
0 1898 8764
0 1901 5890
0 1902 6040
0 1903 18478
0 1906 15489
0 1907 2028
0 1908 12012
0 1909 19010
0 1911 17896
0 1912 3935
0 1913 18852
0 1914 17246
0 1915 7691
0 1917 3006
0 1918 1908
0 1919 15162
0 1921 5519
0 1924 13679
0 1925 15812
0 1926 14389
0 1927 18539
0 1928 17850
0 1930 9766
0 1931 9087
0 1932 4306
0 1933 2780
0 1934 18677
0 1935 14489
0 1936 7415
0 1939 9137
0 1940 3281
0 1941 8591
0 1942 13398
0 1943 8748
0 1944 6236
0 1945 13018
0 1946 16028
0 1948 18147
0 1950 4301
0 1951 9243
0 1952 16181
0 1953 4059
0 1954 3978
0 1955 18384
0 1956 18358
0 1957 2801
0 1958 17299
0 1961 17962
0 1962 9522
0 1963 13580
0 1964 10068
0 1966 4837
0 1967 8917
0 1968 12180
0 1969 17505
0 1970 13393
0 1971 9932
0 1972 15714
0 1973 4134
0 1974 8786
0 1976 14657
0 1977 15941
0 1978 2226
0 1979 13814
0 1980 7438
